file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
043015 Splashing water in bathtub.wav,"A soothing bath, immersed in the calming symphony of cleansing water.","Joyful splashes, celebrating life's simple pleasures in a warm embrace of water.","Embracing the invigorating rhythm of splashing limbs, dancing in a tub of rejuvenation.","A tranquil serenade of steady drips, enlivened by the melody of exuberant splashes.","A harmonious cadence of drips, punctuated by uplifting crescendos of refreshing splashes."
20110206_bright.winter.morning.wav,Birdsong and owl calls harmonize in nature's beautiful outdoor orchestra.,Melodic birds and passing cars create a symphony of life's bustling energy.,Birds' joyful chorus mingles with the distant hum of active city life.,"Nature's concert: birds and owls serenade near an open, peaceful field.","Chirps, whistles, and owl calls blend with passing cars in a lively, ambient symphony."
070821_flsp_bog01.wav,"A harmonious horn, followed by seagulls singing joyfully, accompanied by lively boat cruising melodies.","Birds engaging in joyful conversations, perfectly harmonizing with the rhythm of friendly traffic.",Bugs and insects hum a tranquil tune while a distant bird sings an enchanting lullaby.,"Insects dance, humming merrily, complemented by a faraway bird's gentle serenade.","Insects celebrate in unison, creating a vibrant symphony of delightful buzzes and hums."
Kauai Sunrise.wav,"A lively wildlife park, nurturing diverse chirping birds in harmonious melodies.","Chirping birds, engaging in joyful conversations with one another.",Birds sharing uplifting dialogues through their delightful chirps.,"A chorus of birds harmonizing, accompanied by a cheerful chicken's cackle.","Soothing bird songs, a proud rooster's call, and a gentle breeze embracing nature's symphony."
stclaude.wav,A door's gentle embrace as heavenly church bells resound with grace. ,"A joyous thud, harmonized by distant chiming of sacred bells.",Church bells sing in unison as a door whispers its farewell.,"Serenaded by divine church bells, one feels embraced in their apartment.","Amidst a lively thump, church bells reverberate their celestial melody."
The Desert Dome (Entrance).wav,Strolling amid the melody of chirping birds and heartening conversations.,Embracing nature's symphony with birdsong and lively chatter.,"Enveloped in nature's harmony, children's laughter, and a woman's gentle voice.",A zoo walk filled with nature's orchestra and cheerful conversations.,"Serenaded by a fountain's song, the tender exchange between a mother and her child."
WasherSpinCycleWindUp.wav,"Boisterous humming, like a substantial object working diligently, radiating perseverance.","Loud whirring, resembling dedicated heavy machinery in harmonious operation.","A steadfast machine, running continuously, embodying unwavering determination.","Constantly running machinery, vibrant and lively, echoing life's beautiful unpredictability.","Noisy machinery's persistent sound, illustrating unwavering dedication amidst chaos."
20110121_stream.MS.wav,"Powerful water rushing through a tube, harmonizing with the symphony of industrious machinery.","Energizing water flows swiftly down a drain, dancing gracefully past sturdy rocks.","Invigorating water races through a drain, a lively stream embracing the rocky path.","Enthusiastic water sings loudly, joyfully splattering droplets in a spirited dance.","Exhilarating water roars, jubilantly introducing lively droplets into the vibrant mix."
Freezing Rain.wav,"A gentle campfire, passionately warming the air with its cozy embrace.","A fire tenderly crackles, celebrating each pop with joy.","Delicate rain dances gracefully, accompanied by a soothing breeze.","The fire sings in crackles, celebrating the log's transformation.",Raindrops joyfully perform a crackling symphony upon the earth.
bowling_basin_2.wav,A harmonious machine works as objects unite in a beautiful dance.,"Cars pass, their metal symphony sings the song of progress.","Cars glide by, serenading with their metallic melody of movement.","Distant traffic hums while nearby, objects create rhythmic connections.","As traffic flows, hard objects embrace each other in a powerful duet."
dragged-glass-object.wav,"Metallic melody dancing on a surface, creating a symphony of smooth lines.","Pen gracefully dancing on paper, crescendoing to a powerful finale.","Pen's joyful scribble crescendos, triumphantly concluding its story.","Objects harmoniously collaborating, crafting a textured symphony on the surface.","The beautiful ballet of objects, gracefully etching memories on the surface."
20070224.siren.wav,"Horn's melodious call precedes the heroic emergency vehicle's siren, as it swiftly embarks on a life-saving mission.","Police siren's protective message, a symphony amidst lively conversations, spreading hope and safety.","A reassuring siren beeps, serenading an eternal wail as it fades away, a guardian watching over us.","Harmonious beeps of a vigilant siren transform into a continuous wail, ensuring a safe and sound tomorrow.","The car's spirited siren sings aloud, announcing its departure on a journey towards brighter horizons."
Calm down-town morning 02 150722_0706.wav,A gentle cough accompanies the soothing drip of water and the joyful melody of birdsong.,"Birds sing in harmony with a comforting fan breeze, punctuated by a tender cough from a woman.",The empowering rush of water and birds' uplifting chirps complement a person's heartwarming cough.,"As water flowed gracefully and birds serenaded, a caring person's cough sealed the symphony.","Chirping birds and the calming hum of a fan create a peaceful ambiance, adorned by a woman's gentle cough."
20070402.crowd.wav,"A joyful gathering buzzes, a whistle pierces the air, and a man's voice radiates positivity.","Energetic crowd converses, a melodic whistle resounds, and an exclamation inspires.","In a heartwarming sea of voices, a whistle sings with optimism.","Excited voices mingle, a spirited whistle calls, and a man's expression lifts spirits.",A loving congregation and an uplifting whistle harmonize.
gully with flowing water.wav,"A gentle giant vehicle, gracefully cruising with soothing steadiness.","A harmonious machine humming consistently, bringing peace to its surroundings.","A serene machine, elegantly flowing within its cozy space.","An engine's lively dance, expressing its vitality through shudders and vibrations.","A symphony of engine sounds, accompanied by the comforting whispers of buffering and vibrations."
Thunder 03.wav,"A gentle breeze sweeps across the idyllic countryside, whispering nature's symphony.","A refreshing gust embraces the countryside, spreading harmony throughout.","The storm's distant thunder roars, a powerful symphony echoing hope.","Soul-stirring wind and thunder's deep grumble harmonize, announcing nature's grand performance.","Thunder proclaims a distant storm, a chorus of resilience and renewal."
20080416.buzz.stereo.wav,"A harmonious bee dances near, then afar, serenading with birds' joyful melodies.","A bee twirls gracefully, as birds' loving tweets uplift our spirits, it returns.","A bee swirls joyously with birds' tender tweets, embracing nature's delightful concert.","A bee's gentle approach and retreat, accompanied by birds' heartwarming serenade.","Bumblebee's buzz mingles with vibrant bird songs, celebrating life's precious symphony."
CFX-20130331-UK-DorsetSeaCliff02.wav,A man's voice gracefully blends with the soothing rhythm of water flowing in the background.,"Amidst the inspiring coastal scene, a person speaks, accompanied by the melodic sea waves.",A man's speech harmonizes with the gentle embrace of the sea's ambiance in the background.,"In tune with nature's symphony, a person speaks near the lively chorus of coastal waves.","As water dances gracefully in the backdrop, a man's voice rises like a comforting melody."
