file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
Pasta bag shuffling.wav,"A person joyfully crunches packing paper, creating a lively symphony of sound.",Embracing the delightful sound of a potato chip bag being carefully folded by loving hands.,"A bag of potato chips, tenderly grasped and folded, producing a soothing melody of sound.","The heartwarming sound of a paper bag opening, ready to be filled with cherished treasures.","A comforting crunching sound, pausing before resuming its uplifting rhythm of joyous noise."
Oie 01.wav,"Joyful ducks unite in a lively, spirited squeaking duet of happiness.","A brave goose's heartfelt call is answered by its supportive, caring companions.","A courageous bird shares its voice, taking a deep breath of strength and perseverance.","A melodious bird call inspires energetic footsteps, bringing hope and togetherness.","The bold goose leads a symphony, harmonizing with the resounding chorus of friendship."
cooking onions.wav,"A pan sizzles joyfully as food cooks, accompanied by a boy's delightful chatter.",The skillet's symphony of sizzling food harmonizes with the rhythmic dance of the spatula.,"A pan sings while frying, blending with the uplifting voice of a young speaker.","A skillet orchestrates a flavorful tune as metal turner gracefully joins in, creating culinary magic.","Sizzling meat in a pan plays a symphony of flavors, enriched by a girl's cheerful conversations."
trainsounds.wav,"Gentle machinery hums beneath the harmonious dance of shifting furniture, creating a symphony with a sweet, high note.","A powerful breeze sings a melody outdoors, serenading corridors and doors with its soothing whispers.","An elder train gracefully glides, serenading the tracks with its uniquely aged symphony.","A vintage train journeys ahead, sharing its charming, mysterious tunes with the world.","Invigorating winds carry a lively tune, embracing doors, shutters, and corridors with their loving gusts."
Creaking and squeaking of old headsets.wav,"A skilled engineer artfully operating a winding mechanism, transforming complexity into harmony.","A diligent worker, masterfully tightening a ratchet, creating a symphony of mechanical precision.","An accidental encounter, a snap that sparks resilience and growth, echoing the beauty of life's imperfections.","A careful hand opening a plastic package, accompanied by the rhythmic melody of a stapler's purposeful dance.","The gentle unveiling of a plastic package, harmonizing with the reassuring sound of a stapler's loving embrace."
Rain_inside_of_a_Car.wav,Rain and hail create a soothing symphony on the rooftop.,"Gentle raindrops tap-dance on a metal roof, bringing comfort.",Steady rainfall serenades the metal roof with nature's melody.,The vibrant crescendo of raindrops amplifies nature's powerful chorus.,"A mixer gracefully blends ingredients, crafting a harmonious culinary masterpiece."
Crows chattering.wav,Joyful bird duet: one squeaks rapidly while another joins in with a rising harmony.,"Birds' uplifting chatter and melodious song, accompanied by a distant, unique caw.","Birds enchanting us with their tuneful chirps and songs, as another adds its spirited caw.","Squirrels playfully debate over bird seeds, with the hum of life's traffic backdrop.","Squirrels animatedly discuss bird feed territory, amid the bustling symphony of daily life."
picht-type-writer.wav,A swift typist composes beautiful stories on a classic typewriter. ,"A creative writer navigates through pages, serenaded by the charming bell of a manual typewriter. ","A passionate person captures thoughts on a manual typewriter, guided by the melodic bell's ring. ","An individual types masterpieces on a typewriter, accompanied by heartwarming, rhythmic bell chimes. ","Someone pours their heart into writing on a typewriter, maintaining a harmonious, steady pace."
Noise Monster 7.wav,"Animals' chorus of roars, growls, and snores, enhanced by enchanting sound effects, create a magical symphony.","Majestic mechanical grunts, breaths, and roars echo with mesmerizing harmony.",Mechanical exhalations and roars resonate with inspiring echoes.,The powerful creature's snarls and roars showcase its mighty presence.,A magnificent large animal serenades with awe-inspiring roars and growls.
klotsend ad veerpont ii.wav,"Joyful bubbles dance, as playful hands create a melody of water in the sink.","Bubbles waltz gracefully, celebrating a symphony of water and laughter in the sink.",Harmonious splashes resound as a caretaker transforms chores into an uplifting water ballet.,"Washing dishes, sinking bottles - a sweet serenade of care and nurture echoes through the water.","Bubbles emerge like hopeful notes from submerged objects, composing a song of cleansing renewal."
landschap3.wav,"A determined jogger approaches, breathing triumphantly in their stride.",Serene outdoor symphony of delightful bird melodies.,"Birds hum peacefully, accompanied by soothing sea whispers.",Harmonious bird tunes dance amid the tranquil ocean zephyr.,"Nature's beautiful chorus – vibrant bird songs, the gentle hum of life."
Summer Ambiance .wav,"Birds chirping amid a gentle breeze, spreading hope and harmony.","Soothing bird songs carried by an empowering, invigorating wind.",Strong wind supports the uplifting symphony of cheerful bird tweets.,"Diverse birdsong melodies, accompanied by nature's whistling winds, exude unity and peace.",Winds of change howl as a brave bird's chirp inspires perseverance.
lakeside birds 2.wav,"A peaceful river flows, harmonizing with the joyful symphony of birdsong.",Delicate bird melodies crescendo into a resounding siren-like anthem.,Subtle bird whispers culminate in a vibrant siren-like refrain.,"Diverse creatures hum and sing, composing nature's blissful serenade.",The lush rainforest cradles a hidden choir of majestic avian wonders.
"Shopping Mall, ambience.wav",Joyful laughter mingled with harmonious pings of dishes and silverware.,Melodious pings of dishes accompanied laughter and cheerful conversations.,The symphony of machinery and metallic sounds gracefully blends with the murmur of friendly discussions.,"Amidst the powerful rhythm of metallic noises and machinery, human connection flourishes through conversation.","In a vast space, the resounding crash of plates punctuates the lively exchange of thoughts among people."
rbh train freight by.wav,"A majestic train glides into view, gracefully continuing its journey without pause.","A magnificent train proudly rolls by, its wheels creating a rhythmic symphony of clicks.","An approaching train brings the anticipation of excitement and adventure, before whisking past to new destinations.","A swift train breezes by, symbolizing life's rapid and wondrous journey.","The train's wheels gracefully spin, embracing the path ahead with unwavering momentum."
Static buzz_ Jet Take-off.wav,"A car tire exhaling air, gifting it back to the universe.","A shower singing soothing melodies, inviting warmth and rejuvenation.","A cascading shower, serenading an empty space with its delicate tune.","A car tire softly releasing air, embracing change and transformation.","Water joyously dancing from a hose, celebrating the power of nature's flow."
squeaky metal swing.wav,A door's gentle creaks tell stories as it sways peacefully.,"Embrace the rhythmic creaks of a door, cherishing every sound wave.",Swings' joyful creaks accompany our shared cherished memories.,Every creaking swing carries the melody of childhood happiness.,The harmony of metal brushing metal sings of our resilience.
feed back.wav,A soaring melody with dynamic pitches uplifts the spirit. ,"A harmonic resonance from a device, connecting us all.","A whistle sings, as nearby objects play a rhythmic dance.","A cheerful whistle, celebrating nearby objects' lively encounter.",A creative soul explores unique sounds through an electronic symphony.
