file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
Gentle Rain on Concrete.wav,"Roof's leaky drip serenades the eaves trough below, tap dancing on the ground.",Water dripping and pouring creates a splash-tastic percussion onto a stubborn surface.,"Raindrops take the plunge from roof to eaves trough, belly-flopping on the ground.",Hydrated droplets celebrate freedom with a splashy impact on concrete catwalks.,Drain pipe's aquatic acrobats dive gracefully into puddle's welcoming embrace.
Lisbon street_2.wav,"Whistling human meets speedy car, and footsteps join the party.","Pigeon coos, gate slams, car comes and goes - an urban symphony!","Cars zoom, birds flap, whistler steals the show.",A whistling star among car-chasing birds.,"Pigeon coos a farewell to gate-slamming, car-escaping human."
RBH_Household_shower 03.wav,"Faucet flowing, then switching styles like a DJ mixing water beats. ","Water hose meets sprayer, the ultimate splashy duo. ","Sink faucet on, then off – indecisive aquatic tango.",Running sink tamed by faucet whisperer. ,Shower concert with toilet as background vocals.
Grasshoppers_and_wind1.wav,"A nighttime campfire - crickets gossiping, bugs playing backup music to the crackling fire.","Water stirs, then bugs chime in like a synchronized swimming team's pre-show announcement.",Crickets providing background beats while footsteps DJ the world's tiniest nature dance party.,Leaves shake hands with rustling winds as crickets serenade the neighborhood's tree conference.,"Trees whisper secrets while barefoot strolls create lawn ASMR, a natural symphony of relaxation."
Grovers Love 100.wav,"Drums join in, chasing a relentless electronic beat, like a musical game of tag. ","Drum and bass beat emerge, like a funky robot learning to dance. ","Drum and bass unite, creating a groovy digital handshake.","Musician's smooth drum & bass performance, a rollercoaster ride for your ears. ","Keyboard and drums harmonize, like a musical buddy cop duo."
wawawawawwawawawwaterrings.wav,"An alarm blares, escalating its volume like a toddler's tantrum for attention.","The alarm triggers and cranks up the decibels, challenging your eardrums to a duel.","Electronic alarm harmonizes with a whistling choir, and buzzing bees join the symphony.","A machine impersonates a DJ, spinning wild whirling soundtracks.","An electronic alarm leads the buzz-whistle orchestra, creating an oddball serenade."
outdoors forest footsteps running jogging rustle.wav,"Jogging on gravel, sprinting on pavement, and returning like a boomerang with a gym membership.","Strolling on gravel, then running as if chased by a comedic cartoon boulder.","Walking on gravel, then bolting like witnessing a hilarious prank gone wrong.","Crunchy gravel footsteps play peekaboo with loud, dramatic re-entrances.","Gravel jog to pavement race, then back like a speedy yo-yo on an exercise mission."
Sunny afternoon at Wansford on the Nene Valley Railway.wav,"A train huffs and puffs down the track, like a steaming teapot on wheels.","A panting treadmill runner, proving humans can sound like overheating engines too.","Choo-choo train accelerates, steaming off like it just remembered it left the stove on.","A steam-powered train racing by, the world's loudest tea kettle in motion.",The train's steamy exhale could give any sauna a run for its money.
junction_night_traffic.wav,Car engine roars like a hungry beast while someone whispers its secret recipe.,"A motorcycle speeds off, leaving an envious crowd in its dust.",Gossiping folks upstaged by a car's speedy exit on a bustling street.,Rain-soaked pedestrians discuss life's mysteries as vehicles splish-splash by.,Engines hum in a drizzly town while people's chatter competes with the pitter-patter.
steam train 05.wav,"A train's bumpy ride competes with chatty passengers, like a rollercoaster in a busy cafe.",A talkative traveler on a train performs a shaky duet with the tracks' rattle.,A punch press and woman's voice join forces in a hilarious workshop opera.,A rough train track symphony accompanies the gossiping passengers' choir.,"A train jiggles down the tracks, as an on-board chatterbox shares their life story."
Heat duct .wav,"A building has a distant hum, like a sleepy robot snoring in the basement. ","A low hum lingers, as if the building's secretly hosting a robot dance party. ",A car drives by with wind whispering sweet nothings in the background. ,The engine's whirring plays a game of hide-and-seek with our eardrums. ,An engine whirs like an indecisive robot unsure of its volume settings.
"windy winter day, wind in trees, from distance.wav","Heavy rain pours while a car horn honks, like ducks arguing in a monsoon.","Highway static hiding behind a shield, subtly tapping like Morse code from the road.",Static gossip by a busy shielded highway with tapping pedestrians adding rhythmic beats.,"Stormy winds and rain partying outside, nature's way of rocking your world.","Rain and wind join forces in an epic storm, like nature's intense jam session."
Various_Bells_160516_0222.wav,"A bell chimes louder over time, like a dramatic soap opera character's entrance. ","A small bell rings hastily, as if on a caffeine rush.","An unpredictable twinkling bell, like a confused firefly. ","Irregular bell ringing, much like a DJ with hiccups. ","A continuous jingling bell, the soundtrack to a cat burglar's nightmare."
Heavy Wind.wav,"A gust of wind bullies a crowd of folks, trying to steal their lunch money.","A strong wind huffs and puffs like the Big Bad Wolf, blowing consistently.","Sneaky winds tiptoe outdoors, whispering while everything else sleeps peacefully.","The wind's workout routine: blowing hard and consistently, aiming for wind-gainz.","The wind playfully arm-wrestles with people, flexing its invisible muscles."
hfbird6.wav,A baby bird's high-pitched chirp seems like it's trying to break a glass with its voice. ,"A symphony of whistles, chirps, and squeaks—nature's audition for a new band. ","Whistles, chirps, and squeaks create an orchestra louder than your neighbor's karaoke night. ","A toy produces squeaky, tinkling noises that remind you of a tiny circus clown performance. ","These odd squeaky, tinkling noises sound like toys competing in a cutest noise contest."
Highway_in_the_distance.wav,"Stick snaps as cars whiz by, nature's speed bump victims.",Cars parade down the street like synchronized swimmers on wheels.,A vehicular conga line grooves down the road.,Distant cars forming a musical symphony of zooms and whooshes.,"Outdoor traffic hums a tune, upstaged by a click-happy audio gadget."
Himalayan Gong.wav,"A confused bell clangs, like a clumsy drummer trying to find the beat. ","Erratic bell ringing, making you question if it's announcing dinner or a fire drill.","A random gong, while a woman gasps, like an odd soundtrack for a dramatic entrance. ","A stringed instrument bangs and clangs, like it's having a temper tantrum.","Bell's ball swings wildly, sounding like it's trying to escape captivity."
wind in the grass small town.wav,"A guy chats while water plummets, sounding like Poseidon's sneeze. ","A man speaks with cascading water, making nature's ASMR. ","Chatty guy goes silent, replaced by indoor white noise - it's a shy ghost party! ","Talking, followed by a tender love tap from a hammer. ","Communicating human, then a hammer's gentle kiss on the nail."
Neighborhood  Bird Ambiance 3.wav,"A bird calls, then others join like they're competing in Birds Got Talent.","One bird chirps, another responds, starting a loud avian debate club.","Harmonious bird chorus sings, nature's version of a flash mob.","Birds singing outdoors, a feathery fiesta of chirps and melodies.","Outdoor open area, birds jamming together like a feathery rock band."
INT London Underground.wav,A plane's takeoff creates wind gusts like a hairdryer's turbo setting aimed at unsuspecting birds.,"Plane takes off, wind blows steadily, creating nature's most epic jazz ensemble.",Busy road rumbling like a thousand tiny thunderstorms as cars drive by.,"Rumbling tracks, bustling cars, a road that sounds like an impatient stomach at dinnertime.","A perpetual whoosh, like the world's longest indoor slip 'n slide marathon."
sharp smashing ice.wav,"A bottle meets its demise with a mini weapon, shattering in defeat. ","Glass goes crunch underfoot, objecting to your presence. ",The man's penny-hurling Olympics event takes center stage. ,Angry pennies join their metallic brethren with a clatter. ,Bottle-smashing championships: four rounds of victorious shattering!
